./addvectors	150	100	29.3745
./addvectors	10	100	2.18096
./addvectors	20	100	3.87405
./addvectors	30	100	6.04467
./addvectors	40	100	7.35027
./addvectors	50	100	8.6439
./addvectors	60	100	10.1836
./addvectors	70	100	11.289
./addvectors	80	100	13.271
./addvectors	90	100	14.7528
./addvectors	100	100	14.4456
./addvectors	110	100	18.8191
./addvectors	120	100	20.3572
./addvectors	130	100	23.6515
./addvectors	140	100	25.4396
./addvectors	150	100	28.6076
./addvectors	160	100	32.4198
./addvectors	170	100	32.9117
./addvectors	180	100	32.9271
./addvectors	190	100	38.6345
./addvectors	200	100	39.8164
./addvectors	100	1000	15.6006
./addvectors	200	1000	31.913
./addvectors	300	1000	43.0553
./addvectors	400	1000	61.2209
./addvectors	500	1000	74.2236
./addvectors	600	1000	89.0624
./addvectors	700	1000	99.8514
./addvectors	800	1000	120.1
./addvectors	900	1000	135.946
./addvectors	1000	1000	148.573
./addvectors	1100	1000	176.474
./addvectors	1200	1000	195.642
./addvectors	1300	1000	220.589
./addvectors	1400	1000	243.092
./addvectors	1500	1000	257.608
./addvectors	1600	1000	291.728
./addvectors	1700	1000	311.786
./addvectors	1800	1000	332.91
./addvectors	1900	1000	357.502
./addvectors	2000	1000	381.683
./fdtd	10	100	4.25984
./fdtd	20	100	6.88538
./fdtd	30	100	10.0693
./fdtd	40	100	12.8809
./fdtd	50	100	16.2181
./fdtd	60	100	18.04
./fdtd	70	100	21.2759
./fdtd	80	100	23.4651
./fdtd	90	100	25.9092
./fdtd	100	100	128.162
./fdtd	110	100	156.129
./fdtd	120	100	155.156
./fdtd	130	100	176.288
./fdtd	140	100	389.008
./fdtd	150	100	397.136
./fdtd	160	100	454.191
./fdtd	170	100	463.159
./fdtd	180	100	479.831
./fdtd	190	100	506.792
./fdtd	200	100	532.954
./fdtd	100	1000	28.4385
./fdtd	200	1000	57.5703
./fdtd	300	1000	81.1288
./fdtd	400	1000	109.987
./fdtd	500	1000	137.354
./fdtd	600	1000	157.241
./fdtd	700	1000	190.536
./fdtd	800	1000	212.653
./fdtd	900	1000	245.447
./fdtd	1000	1000	1331.39
./fdtd	1100	1000	1492.53
./fdtd	1200	1000	1563.93
./fdtd	1300	1000	1755.65
./fdtd	1400	1000	1897.06
./fdtd	1500	1000	3862.74
./fdtd	1600	1000	4092.58
./fdtd	1700	1000	4396.49
./fdtd	1800	1000	4636.62
./fdtd	1900	1000	4898.09
./fdtd	2000	1000	5158.19
./nw	10	100	3.64352
./nw	20	100	5.6023
./nw	30	100	8.0681
./nw	40	100	9.20064
./nw	50	100	11.7125
./nw	60	100	13.5383
./nw	70	100	16.4067
./nw	80	100	18.2067
./nw	90	100	18.3306
./nw	100	100	103.369
./nw	110	100	858.363
./nw	120	100	1682.52
./nw	130	100	2692.04
./nw	140	100	3495.19
./nw	150	100	4640.69
./nw	160	100	5962.88
./nw	170	100	7362.36
./nw	180	100	9115.47
./nw	190	100	10840.2
./nw	200	100	13189.6
./nw	100	1000	20.8364
./nw	200	1000	40.9119
./nw	300	1000	60.374
./nw	400	1000	94.6854
./nw	500	1000	95.148
./nw	600	1000	115.901
./nw	700	1000	129.078
./nw	800	1000	145.682
./nw	900	1000	169.33
./nw	1000	1000	376.506
./nw	1100	1000	6237.14
./nw	1200	1000	19673.9
./nw	1300	1000	32076.7
./nw	1400	1000	73616.5
./nw	1500	1000	113084
./nw	1600	1000	131631
./nw	1700	1000	160813
./nw	1800	1000	191842
./nw	1900	1000	223894
./nw	2000	1000	253139
./ra	10	100	1.8913
./ra	20	100	3.00544
./ra	30	100	3.72634
./ra	40	100	5.17872
./ra	50	100	6.1864
./ra	60	100	7.26435
./ra	70	100	8.29373
./ra	80	100	9.3041
./ra	90	100	9.67373
./ra	100	100	26.4817
./ra	110	100	30.5247
./ra	120	100	48.4628
./ra	130	100	96.0198
./ra	140	100	303.72
./ra	150	100	2475.28
./ra	160	100	3891.84
./ra	170	100	4031.63
./ra	180	100	4321.12
./ra	190	100	4650.5
./ra	200	100	5203.64
./ra	100	1000	11.5794
./ra	200	1000	21.2074
./ra	300	1000	33.0539
./ra	400	1000	44.9126
./ra	500	1000	54.13
./ra	600	1000	66.0554
./ra	700	1000	73.6413
./ra	800	1000	84.1943
./ra	900	1000	99.4673
./ra	1000	1000	141.762
./ra	1100	1000	294.376
./ra	1200	1000	342.518
./ra	1300	1000	699.232
./ra	1400	1000	1338.37
./ra	1500	1000	10415.5
./ra	1600	1000	42835.2
./ra	1700	1000	43733.4
./ra	1800	1000	45733.8
./ra	1900	1000	49018.1
./ra	2000	1000	52582.7
