./addvectors	10	100	3.01565
./addvectors	20	100	6.48611
./addvectors	30	100	9.55187
./addvectors	40	100	11.1676
./addvectors	50	100	15.0244
./addvectors	60	100	15.8519
./addvectors	70	100	17.8597
./addvectors	80	100	23.2099
./addvectors	90	100	21.608
./addvectors	100	100	23.9171
./addvectors	110	100	28.1991
./addvectors	120	100	30.3124
./addvectors	130	100	42.788
./addvectors	140	100	40.8433
./addvectors	150	100	40.2672
./addvectors	160	100	44.0937
./addvectors	170	100	47.487
./addvectors	180	100	52.2831
./addvectors	190	100	54.1962
./addvectors	200	100	57.3071
./addvectors	100	1000	24.5636
./addvectors	200	1000	42.8714
./addvectors	300	1000	60.7969
./addvectors	400	1000	80.4855
./addvectors	500	1000	98.9003
./addvectors	600	1000	120.054
./addvectors	700	1000	136.313
./addvectors	800	1000	157.485
./addvectors	900	1000	175.45
./addvectors	1000	1000	195.665
./addvectors	1100	1000	231.607
./addvectors	1200	1000	267.121
./addvectors	1300	1000	300.806
./addvectors	1400	1000	335.498
./addvectors	1500	1000	367.578
./addvectors	1600	1000	404.189
./addvectors	1700	1000	440.869
./addvectors	1800	1000	471.705
./addvectors	1900	1000	502.079
./addvectors	2000	1000	536.526
./fdtd	10	100	4.93773
./fdtd	20	100	8.54374
./fdtd	30	100	12.9253
./fdtd	40	100	16.7137
./fdtd	50	100	21.7868
./fdtd	60	100	23.284
./fdtd	70	100	25.5308
./fdtd	80	100	28.6253
./fdtd	90	100	36.0878
./fdtd	100	100	156.312
./fdtd	110	100	177.431
./fdtd	120	100	242.224
./fdtd	130	100	226.722
./fdtd	140	100	290.279
./fdtd	150	100	446.794
./fdtd	160	100	498.106
./fdtd	170	100	539.32
./fdtd	180	100	584.053
./fdtd	190	100	608.801
./fdtd	200	100	661.086
./fdtd	100	1000	35.3938
./fdtd	200	1000	66.7527
./fdtd	300	1000	95.3252
./fdtd	400	1000	126.837
./fdtd	500	1000	160.868
./fdtd	600	1000	187.49
./fdtd	700	1000	216.574
./fdtd	800	1000	247.548
./fdtd	900	1000	274.775
./fdtd	1000	1000	1186.75
./fdtd	1100	1000	1547.13
./fdtd	1200	1000	1793.2
./fdtd	1300	1000	1995.02
./fdtd	1400	1000	2482.01
./fdtd	1500	1000	3218.47
./fdtd	1600	1000	4328.81
./fdtd	1700	1000	4902.32
./fdtd	1800	1000	5252.35
./fdtd	1900	1000	5578.81
./fdtd	2000	1000	6070.03
./nw	10	100	4.13533
./nw	20	100	7.75421
./nw	30	100	10.7721
./nw	40	100	15.4281
./nw	50	100	16.5306
./nw	60	100	19.4466
./nw	70	100	21.9238
./nw	80	100	25.77
./nw	90	100	29.3338
./nw	100	100	90.0751
./nw	110	100	917.259
./nw	120	100	1522.5
./nw	130	100	2460.71
./nw	140	100	3571.83
./nw	150	100	4435.94
./nw	160	100	5596.34
./nw	170	100	6538.03
./nw	180	100	7795.22
./nw	190	100	9221.36
./nw	200	100	11513.4
./nw	100	1000	29.1575
./nw	200	1000	57.2964
./nw	300	1000	78.8495
./nw	400	1000	107.739
./nw	500	1000	125.943
./nw	600	1000	146.633
./nw	700	1000	169.542
./nw	800	1000	190.628
./nw	900	1000	212.28
./nw	1000	1000	487.87
./nw	1100	1000	7664.12
./nw	1200	1000	30236.2
./nw	1300	1000	43964.1
./nw	1400	1000	80121.7
./nw	1500	1000	109814
./nw	1600	1000	127786
./nw	1700	1000	170086
./nw	1800	1000	199021
./nw	1900	1000	219707
./nw	2000	1000	261491
./ra	10	100	3.2585
./ra	20	100	4.27162
./ra	30	100	5.76922
./ra	40	100	7.8889
./ra	50	100	9.91027
./ra	60	100	10.7698
./ra	70	100	12.9061
./ra	80	100	13.5265
./ra	90	100	15.2705
./ra	100	100	38.8543
./ra	110	100	43.8519
./ra	120	100	63.7056
./ra	130	100	135.701
./ra	140	100	369.572
./ra	150	100	2056.63
./ra	160	100	5629.53
./ra	170	100	9771.09
./ra	180	100	15989.9
./ra	190	100	19261
./ra	200	100	23313.2
./ra	100	1000	17.4183
./ra	200	1000	33.9751
./ra	300	1000	46.3051
./ra	400	1000	62.1465
./ra	500	1000	75.9229
./ra	600	1000	91.8909
./ra	700	1000	104.313
./ra	800	1000	120.272
./ra	900	1000	134.107
./ra	1000	1000	191.156
./ra	1100	1000	406.72
./ra	1200	1000	472.693
./ra	1300	1000	783.332
./ra	1400	1000	1533
./ra	1500	1000	11418.4
./ra	1600	1000	51340.7
./ra	1700	1000	81377.5
./ra	1800	1000	110424
./ra	1900	1000	141103
./ra	2000	1000	172485
./addvectors	10	100	2.96995
./addvectors	20	100	5.82246
./addvectors	30	100	9.60278
./addvectors	40	100	12.3738
./addvectors	50	100	16.3177
./addvectors	60	100	16.9656
./addvectors	70	100	18.3892
./addvectors	80	100	20.1219
./addvectors	90	100	22.4867
./addvectors	100	100	23.7547
./addvectors	110	100	27.1749
./addvectors	120	100	31.9504
./addvectors	130	100	34.9401
./addvectors	140	100	37.1943
./addvectors	150	100	40.9448
./addvectors	160	100	44.8612
./addvectors	170	100	47.8516
./addvectors	180	100	50.6177
./addvectors	190	100	54.1599
./addvectors	200	100	56.9581
./addvectors	100	1000	22.7924
